ID	Sex	DR	Phone	Context
DPS0	M	2	iy	sh_iy_hv
DPS0	M	2	iy	sh_iy_hv
DPS0	M	2	iy	sh_iy_hv
DPS0	M	2	iy	sh_iy_hv
DPS0	M	2	iy	sh_iy_hv
DPS0	M	2	iy	r_iy_s
DPS0	M	2	iy	r_iy_s
DPS0	M	2	iy	r_iy_s
DPS0	M	2	iy	s_iy_w
DPS0	M	2	iy	s_iy_w
DPS0	M	2	iy	s_iy_w
DPS0	M	2	iy	m_iy_tcl
DPS0	M	2	iy	m_iy_tcl
DPS0	M	2	iy	m_iy_tcl
DPS0	M	2	iy	m_iy_tcl
DPS0	M	2	iy	r_iy_eh
DPS0	M	2	iy	r_iy_eh
DPS0	M	2	iy	r_iy_eh
DPS0	M	2	iy	l_iy_r
DPS0	M	2	iy	l_iy_r
DPS0	M	2	iy	l_iy_r
DPS0	M	2	iy	l_iy_r
DPS0	M	2	iy	l_iy_r
DPS0	M	2	iy	sh_iy_l
DPS0	M	2	iy	sh_iy_l
DPS0	M	2	iy	sh_iy_l
DPS0	M	2	iy	sh_iy_l
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	m_iy_pcl
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	w_iy_w
DPS0	M	2	iy	w_iy_w
DPS0	M	2	iy	w_iy_w
DPS0	M	2	iy	w_iy_w
DPS0	M	2	iy	l_iy_m
DPS0	M	2	iy	l_iy_m
DPS0	M	2	iy	l_iy_m
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	r_iy_q
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	t_iy_gcl
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	z_iy_v
DPS0	M	2	iy	w_iy_kcl
DPS0	M	2	iy	w_iy_kcl
DPS0	M	2	iy	w_iy_kcl
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	l_iy_s
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	s_iy_dh
DPS0	M	2	iy	er_iy_z
DPS0	M	2	iy	er_iy_z
DPS0	M	2	iy	er_iy_z
DPS0	M	2	iy	er_iy_z
DPS0	M	2	iy	r_iy_kcl
DPS0	M	2	iy	r_iy_kcl
DPS0	M	2	iy	r_iy_kcl
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	l_iy_h#
DPS0	M	2	iy	r_iy_pcl
DPS0	M	2	iy	r_iy_pcl
DPS0	M	2	iy	axr_iy_h#
DPS0	M	2	iy	axr_iy_h#
DPS0	M	2	iy	axr_iy_h#
DPS0	M	2	iy	axr_iy_h#
DPS0	M	2	iy	axr_iy_h#
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	d_aa_r
DPS0	M	2	aa	w_aa_sh
DPS0	M	2	aa	w_aa_sh
DPS0	M	2	aa	w_aa_sh
DPS0	M	2	aa	w_aa_sh
DPS0	M	2	aa	w_aa_sh
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	v_aa_kcl
DPS0	M	2	aa	b_aa_r
DPS0	M	2	aa	b_aa_r
DPS0	M	2	aa	b_aa_r
DPS0	M	2	aa	b_aa_r
DPS0	M	2	aa	b_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	f_aa_r
DPS0	M	2	aa	hv_aa_r
DPS0	M	2	aa	hv_aa_r
DPS0	M	2	aa	hv_aa_r
DPS0	M	2	aa	hv_aa_r
DPS0	M	2	aa	hv_aa_r
DPS0	M	2	uh	l_uh_kcl
DPS0	M	2	uh	l_uh_kcl
DPS0	M	2	uh	l_uh_kcl
DPS0	M	2	uh	l_uh_kcl
DPS0	M	2	uh	p_uh_l
DPS0	M	2	uh	p_uh_l
DPS0	M	2	uh	p_uh_l
DPS0	M	2	uh	k_uh_bcl
DPS0	M	2	uh	k_uh_bcl
DPS0	M	2	uh	k_uh_bcl
DPS0	M	2	uh	k_uh_bcl
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	k_s_ux
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	aa_sh_epi
DPS0	M	2	s	ae_s_kcl
DPS0	M	2	s	ae_s_kcl
DPS0	M	2	s	ae_s_kcl
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	h#_sh_iy
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	epi_s_ey
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	iy_s_iy
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	ix_s_epi
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	t_s_h#
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ix_s_ih
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	ih_s_tcl
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	n_s_ux
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	pau_s_ow
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	ow_s_ey
DPS0	M	2	s	d_s_epi
DPS0	M	2	s	d_s_epi
DPS0	M	2	s	d_s_epi
DPS0	M	2	s	d_s_epi
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	eh_sh_l
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	n_s_ao
DPS0	M	2	s	ao_s_f
DPS0	M	2	s	ao_s_f
DPS0	M	2	s	ao_s_f
DPS0	M	2	s	ao_s_f
