ID	Sex	DR	Phone	Context
BLV0	F	7	iy	sh_iy_hv
BLV0	F	7	iy	sh_iy_hv
BLV0	F	7	iy	sh_iy_hv
BLV0	F	7	iy	sh_iy_hv
BLV0	F	7	iy	r_iy_s
BLV0	F	7	iy	r_iy_s
BLV0	F	7	iy	r_iy_s
BLV0	F	7	iy	r_iy_s
BLV0	F	7	iy	m_iy_tcl
BLV0	F	7	iy	m_iy_tcl
BLV0	F	7	iy	m_iy_tcl
BLV0	F	7	iy	m_iy_tcl
BLV0	F	7	iy	m_iy_tcl
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	r_iy_q
BLV0	F	7	iy	l_iy_r
BLV0	F	7	iy	l_iy_r
BLV0	F	7	iy	l_iy_r
BLV0	F	7	iy	l_iy_r
BLV0	F	7	iy	d_iy_n
BLV0	F	7	iy	d_iy_n
BLV0	F	7	iy	d_iy_n
BLV0	F	7	iy	d_iy_n
BLV0	F	7	iy	l_iy_tcl
BLV0	F	7	iy	l_iy_tcl
BLV0	F	7	iy	l_iy_tcl
BLV0	F	7	iy	l_iy_tcl
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	r_iy_dx
BLV0	F	7	iy	dx_iy_ng
BLV0	F	7	iy	dx_iy_ng
BLV0	F	7	iy	dx_iy_ng
BLV0	F	7	iy	dx_iy_ng
BLV0	F	7	iy	dx_iy_ng
BLV0	F	7	iy	k_iy_l
BLV0	F	7	iy	k_iy_l
BLV0	F	7	iy	k_iy_l
BLV0	F	7	iy	k_iy_l
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	iy	m_iy_pau
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	w_aa_r
BLV0	F	7	aa	w_aa_r
BLV0	F	7	aa	w_aa_r
BLV0	F	7	aa	w_aa_r
BLV0	F	7	aa	w_aa_r
BLV0	F	7	aa	w_aa_dx
BLV0	F	7	aa	w_aa_dx
BLV0	F	7	aa	w_aa_dx
BLV0	F	7	aa	w_aa_dx
BLV0	F	7	aa	w_aa_dx
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_l
BLV0	F	7	aa	q_aa_r
BLV0	F	7	aa	q_aa_r
BLV0	F	7	aa	q_aa_r
BLV0	F	7	aa	q_aa_r
BLV0	F	7	aa	q_aa_r
BLV0	F	7	aa	r_aa_l
BLV0	F	7	aa	r_aa_l
BLV0	F	7	aa	r_aa_l
BLV0	F	7	aa	r_aa_l
BLV0	F	7	aa	r_aa_l
BLV0	F	7	aa	k_aa_l
BLV0	F	7	aa	k_aa_l
BLV0	F	7	aa	k_aa_l
BLV0	F	7	aa	k_aa_l
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	aa	d_aa_r
BLV0	F	7	uh	m_uh_s
BLV0	F	7	uh	m_uh_s
BLV0	F	7	uh	m_uh_s
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	h#_sh_iy
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	k_s_ux
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	iy_s_ix
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	r_sh_epi
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ae_s_kcl
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	ih_s_eh
BLV0	F	7	s	kcl_s_axr
BLV0	F	7	s	kcl_s_axr
BLV0	F	7	s	kcl_s_axr
BLV0	F	7	s	kcl_s_axr
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	axr_s_ay
BLV0	F	7	s	uh_s_tcl
BLV0	F	7	s	uh_s_tcl
BLV0	F	7	s	uh_s_tcl
BLV0	F	7	s	uh_s_tcl
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	ix_s_h#
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	h#_s_ah
BLV0	F	7	s	l_s_dcl
BLV0	F	7	s	l_s_dcl
BLV0	F	7	s	l_s_dcl
BLV0	F	7	s	l_s_dcl
BLV0	F	7	s	l_s_dcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ax-h_s_tcl
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	ow_s_aw
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	k_s_ay
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	t_s_h#
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ey_s_tcl
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ah_s_ow
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ow_sh_ix
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ae_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	ay_s_tcl
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	epi_s_h#
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	k_s_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	ix_sh_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	axr_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	s	ix_s_tcl
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	d_f_ao
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
BLV0	F	7	f	ix_f_l
