ID	Sex	DR	Phone	Context
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	sh_iy_ae
UTB0	F	5	iy	r_iy_s
UTB0	F	5	iy	r_iy_s
UTB0	F	5	iy	r_iy_s
UTB0	F	5	iy	r_iy_s
UTB0	F	5	iy	s_iy_w
UTB0	F	5	iy	s_iy_w
UTB0	F	5	iy	s_iy_w
UTB0	F	5	iy	s_iy_w
UTB0	F	5	iy	m_iy_tcl
UTB0	F	5	iy	m_iy_tcl
UTB0	F	5	iy	m_iy_tcl
UTB0	F	5	iy	m_iy_tcl
UTB0	F	5	iy	r_iy_q
UTB0	F	5	iy	r_iy_q
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	l_iy_r
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	n_iy_s
UTB0	F	5	iy	w_iy_n
UTB0	F	5	iy	w_iy_n
UTB0	F	5	iy	w_iy_n
UTB0	F	5	iy	w_iy_n
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	s_iy_q
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_n
UTB0	F	5	iy	b_iy_hv
UTB0	F	5	iy	b_iy_hv
UTB0	F	5	iy	b_iy_hv
UTB0	F	5	iy	ch_iy_pcl
UTB0	F	5	iy	ch_iy_pcl
UTB0	F	5	iy	ch_iy_pcl
UTB0	F	5	iy	ch_iy_pcl
UTB0	F	5	iy	ch_iy_pcl
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	l_iy_z
UTB0	F	5	iy	dx_iy_dcl
UTB0	F	5	iy	dx_iy_dcl
UTB0	F	5	iy	dx_iy_dcl
UTB0	F	5	iy	s_iy_ax
UTB0	F	5	iy	s_iy_ax
UTB0	F	5	iy	s_iy_ax
UTB0	F	5	iy	s_iy_ax
UTB0	F	5	iy	t_iy_tcl
UTB0	F	5	iy	t_iy_tcl
UTB0	F	5	iy	t_iy_tcl
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	d_aa_r
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	w_aa_sh
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_bcl
UTB0	F	5	aa	q_aa_r
UTB0	F	5	aa	q_aa_r
UTB0	F	5	aa	q_aa_r
UTB0	F	5	aa	q_aa_r
UTB0	F	5	aa	q_aa_r
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	ux_aa_n
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
UTB0	F	5	aa	t_aa_kcl
